CveID,Cvss2Severity,Cvss3Severity,SourceLink,Summary,Title,FixedIn,Name,NotFixedYet
CVE-2021-3612,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3612,An out-of-bounds memory write flaw was found in the Linux kernel's joystick devices subsystem in versions before 5.9-rc1  in the way the user calls ioctl JSIOCSBTNMAP. This flaw allows a local user to crash the system or possibly escalate their privileges on the system. The highest threat from this vulnerability is to confidentiality  integrity  as well as system availability. Murray McAllister discovered that the joystick device interface in the Linux kernel did not properly validate data passed via an ioctl(). A local attacker could use this to cause a denial of service (system crash) or possibly execute arbitrary code on systems with a joystick device registered.,CVE-2021-3612 on Ubuntu 20.04 (focal) - medium.,5.11.0-1017.18~20.04.1,linux-aws,false
CVE-2021-3653,High,High,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3653,[KVM AMD missing validation of the `int_ctl` VMCB field and allows a malicious L1 guest to enable AVIC support (Advanced Virtual Interrupt Controller) for the L2 guest. The L2 guest is able to write to a limited but still relatively large subset of the host physical memory.] Maxim Levitsky discovered that the KVM hypervisor implementation for AMD processors in the Linux kernel did not properly prevent a guest VM from enabling AVIC in nested guest VMs. An attacker in a guest VM could use this to write to portions of the host's physical memory.,CVE-2021-3653 on Ubuntu 20.04 (focal) - high.,5.11.0-1017.18~20.04.1,linux-aws,false
CVE-2021-3656,High,High,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3656,[KVM AMD missing validation of the the `virt_ext` VMCB field and allows a malicious L1 guest to disable both VMLOAD/VMSAVE intercepts and VLS (Virtual VMLOAD/VMSAVE) for the L2 guest. Under these circumstances  the L2 guest is able to run VMLOAD/VMSAVE unintercepted  and thus read/write portions of the host physical memory.] Maxim Levitsky and Paolo Bonzini discovered that the KVM hypervisor implementation for AMD processors in the Linux kernel allowed a guest VM to disable restrictions on VMLOAD/VMSAVE in a nested guest. An attacker in a guest VM could use this to read or write portions of the host's physical memory.,CVE-2021-3656 on Ubuntu 20.04 (focal) - high.,5.11.0-1017.18~20.04.1,linux-aws,false
CVE-2021-3659,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3659,[NULL pointer dereference in llsec_key_alloc() in net/mac802154/llsec.c],CVE-2021-3659 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-3679,Low,Low,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3679,A lack of CPU resource in the Linux kernel tracing module functionality in versions prior to 5.14-rc3 was found in the way user uses trace ring buffer in a specific way. Only privileged local users (with CAP_SYS_ADMIN capability) could use this flaw to starve the resources causing denial of service. It was discovered that the tracing subsystem in the Linux kernel did not properly keep track of per-cpu ring buffer state. A privileged attacker could use this to cause a denial of service.,CVE-2021-3679 on Ubuntu 20.04 (focal) - low.,5.11.0-1019.20~20.04.1,linux-aws,false
CVE-2021-3732,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3732,[overlayfs: Mounting overlayfs inside an unprivileged user namespace can reveal files] Alois Wohlschlager discovered that the overlay file system in the Linux kernel did not restrict private clones in some situations. An attacker could use this to expose sensitive information.,CVE-2021-3732 on Ubuntu 20.04 (focal) - medium.,5.11.0-1020.21~20.04.2,linux-aws,false
CVE-2021-38160,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-38160,** DISPUTED ** In drivers/char/virtio_console.c in the Linux kernel before 5.13.4  data corruption or loss can be triggered by an untrusted device that supplies a buf->len value exceeding the buffer size. NOTE: the vendor indicates that the cited data corruption is not a vulnerability in any existing use case; the length validation was added solely for robustness in the face of anomalous host OS behavior. It was discovered that the Virtio console implementation in the Linux kernel did not properly validate input lengths in some situations. A local attacker could possibly use this to cause a denial of service (system crash).,CVE-2021-38160 on Ubuntu 20.04 (focal) - medium.,5.11.0-1019.20~20.04.1,linux-aws,false
CVE-2021-38198,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-38198,arch/x86/kvm/mmu/paging_tmpl.h in the Linux kernel before 5.12.11 incorrectly computes the access permissions of a shadow page  leading to a missing guest protection page fault. It was discovered that the KVM hypervisor implementation in the Linux kernel did not properly compute the access permissions for shadow pages in some situations. A local attacker could use this to cause a denial of service.,CVE-2021-38198 on Ubuntu 20.04 (focal) - medium.,5.11.0-1016.17~20.04.1,linux-aws,false
CVE-2021-38199,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-38199,fs/nfs/nfs4client.c in the Linux kernel before 5.13.4 has incorrect connection-setup ordering  which allows operators of remote NFSv4 servers to cause a denial of service (hanging of mounts) by arranging for those servers to be unreachable during trunking detection. Michael Wakabayashi discovered that the NFSv4 client implementation in the Linux kernel did not properly order connection setup operations. An attacker controlling a remote NFS server could use this to cause a denial of service on the client.,CVE-2021-38199 on Ubuntu 20.04 (focal) - medium.,5.11.0-1019.20~20.04.1,linux-aws,false
CVE-2021-38204,Low,Low,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-38204,drivers/usb/host/max3421-hcd.c in the Linux kernel before 5.13.6 allows physically proximate attackers to cause a denial of service (use-after-free and panic) by removing a MAX-3421 USB device in certain situations. It was discovered that the MAX-3421 host USB device driver in the Linux kernel did not properly handle device removal events. A physically proximate attacker could use this to cause a denial of service (system crash).,CVE-2021-38204 on Ubuntu 20.04 (focal) - low.,5.11.0-1019.20~20.04.1,linux-aws,false
CVE-2021-38205,Low,Low,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-38205,drivers/net/ethernet/xilinx/xilinx_emaclite.c in the Linux kernel before 5.13.3 makes it easier for attackers to defeat an ASLR protection mechanism because it prints a kernel pointer (i.e.  the real IOMEM pointer). It was discovered that the Xilinx 10/100 Ethernet Lite device driver in the Linux kernel could report pointer addresses in some situations. An attacker could use this information to ease the exploitation of another vulnerability.,CVE-2021-38205 on Ubuntu 20.04 (focal) - low.,5.11.0-1019.20~20.04.1,linux-aws,false
CVE-2021-38207,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-38207,drivers/net/ethernet/xilinx/ll_temac_main.c in the Linux kernel before 5.12.13 allows remote attackers to cause a denial of service (buffer overflow and lockup) by sending heavy network traffic for about ten minutes. It was discovered that the Xilinx LL TEMAC device driver in the Linux kernel did not properly calculate the number of buffers to be used in certain situations. A remote attacker could use this to cause a denial of service (system crash).,CVE-2021-38207 on Ubuntu 20.04 (focal) - medium.,5.11.0-1017.18~20.04.1,linux-aws,false
CVE-2021-38208,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-38208,net/nfc/llcp_sock.c in the Linux kernel before 5.12.10 allows local unprivileged users to cause a denial of service (NULL pointer dereference and BUG) by making a getsockname call after a certain type of failure of a bind call. It was discovered that the NFC implementation in the Linux kernel did not properly handle failed connect events leading to a NULL pointer dereference. A local attacker could use this to cause a denial of service.,CVE-2021-38208 on Ubuntu 20.04 (focal) - medium.,5.11.0-1016.17~20.04.1,linux-aws,false
CVE-2021-40490,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-40490,A race condition was discovered in ext4_write_inline_data_end in fs/ext4/inline.c in the ext4 subsystem in the Linux kernel through 5.13.13. It was discovered that the ext4 file system in the Linux kernel contained a race condition when writing xattrs to an inode. A local attacker could use this to cause a denial of service or possibly gain administrative privileges.,CVE-2021-40490 on Ubuntu 20.04 (focal) - medium.,5.11.0-1020.21~20.04.2,linux-aws,false
CVE-2021-42008,Low,Low,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-42008,The decode_data function in drivers/net/hamradio/6pack.c in the Linux kernel before 5.13.13 has a slab out-of-bounds write. Input from a process that has the CAP_NET_ADMIN capability can lead to root access. It was discovered that the 6pack network protocol driver in the Linux kernel did not properly perform validation checks. A privileged attacker could use this to cause a denial of service (system crash) or execute arbitrary code.,CVE-2021-42008 on Ubuntu 20.04 (focal) - low.,5.11.0-1020.21~20.04.2,linux-aws,false
